,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,id,mood
28,0.338,0.107,87.598,0.0539,0.793,0.872,0.379,465551,-20.472,0.249,74qWBQQvUg8UBZs47A5ju4,Relaxing
29,0.439,0.0727,149.929,0.0288,0.422,0.845,0.436,134707,-10.241,0.204,4jtD1uTTYq35r56erCd469,Relaxing
30,0.295,0.116,179.135,0.0587,0.0143,0.781,0.288,154288,-12.17,0.058,4XI9wQ7QCixGiT6WOwVATE,Relaxing
31,0.48,0.189,80.016,0.0325,0.4,0.894,0.23,289320,-11.174,0.26,3YbSgc9hztTSyQoQK7TRe2,Relaxing
32,0.32,0.105,130.077,0.0596,0.955,0.941,0.734,202000,-12.276,0.0684,3WBzo0Tmxkfa0QxtVC9ak8,Relaxing
0,0.888,0.306,144.111,0.0987,0.000455,0.0,0.426,191520,-3.72,0.387,0M3adYbGtyRHACP86dey1H,Aggressive
1,0.748,0.12,128.008,0.145,0.0159,2.84e-05,0.717,208152,-5.731,0.243,51DaW6U334rZ19HB0oduYe,Aggressive
2,0.953,0.105,109.952,0.075,3.47e-05,2.02e-05,0.503,199949,-4.98,0.224,77wSM48dw3GQY7ylaJB3GH,Aggressive
3,0.971,0.337,125.996,0.107,9.04e-05,0.0197,0.574,209762,-3.868,0.459,2JNBea8tDU4sNMFJAOpaCu,Aggressive
4,0.886,0.113,173.965,0.25,0.000645,0.0,0.358,213000,-4.48,0.238,3vMtLNMANvkPuDthcLuQzJ,Aggressive
5,0.777,0.227,96.986,0.094,0.00323,0.0,0.642,214400,-4.809,0.413,3zmduBNsQ6BPDTZAkXzG5K,Aggressive
6,0.941,0.31,156.033,0.0575,0.000526,3.5e-06,0.483,232067,-3.598,0.503,5O9Dz0h08LuBi0aVvDcylh,Aggressive
7,0.967,0.282,169.924,0.185,3.38e-05,1.98e-06,0.397,206000,-2.982,0.431,0wCT2ivXYnHssIDf2n3LV6,Aggressive
8,0.913,0.125,91.012,0.102,7.74e-05,0.000114,0.536,189890,-4.898,0.36,5hkkcwp36tA1XZWfW4iEAQ,Aggressive
9,0.895,0.19,94.983,0.119,0.00511,9.95e-06,0.628,198000,-6.041,0.41,5cS0hHTSMbMlrXCHON1pQx,Aggressive
10,0.96,0.332,95.531,0.106,0.000227,5.77e-06,0.46,187836,-5.223,0.451,5c3fIHmLHmL4iaqUuqBPHo,Aggressive
11,0.836,0.103,165.902,0.32,0.226,0.0,0.709,189416,-5.55,0.706,5aZceoAnPoEdxwFaim3jqf,Aggressive
12,0.945,0.0661,77.041,0.0714,0.0015,2.84e-05,0.444,222568,-6.389,0.333,5nxcR7W60CU3cvmGX1jBzQ,Aggressive
13,0.883,0.0877,133.873,0.212,0.128,0.0,0.677,264204,-3.098,0.262,0GU5LIUmLbfZ8Ey7oqAjUi,Aggressive
14,0.937,0.216,128.059,0.0867,0.0207,0.0,0.547,204160,-2.694,0.5,0KFzRf6TuI1AqE9xdQep21,Aggressive
15,0.967,0.336,142.018,0.0995,0.00791,0.0,0.533,186813,-2.543,0.782,0sdeLSxygcjyMyWPhZBdFs,Aggressive
16,0.818,0.675,99.942,0.0813,0.00186,0.0,0.574,174283,-5.452,0.644,1ED1SD4TRK5NprtJ837Eaa,Aggressive
17,0.931,0.104,124.903,0.159,0.0438,0.0,0.673,205000,-4.569,0.603,1ladUBaxXxpJyPxO5Rp7BG,Aggressive
18,0.958,0.119,164.072,0.0997,0.000225,4.71e-05,0.412,224421,-5.432,0.341,1nxbn0COjeyH7MQZ27T3CR,Aggressive
19,0.835,0.0795,84.858,0.0911,0.0583,2.87e-06,0.688,230493,-4.162,0.88,6ndmKwWqMozN2tcZqzCX4K,Aggressive
20,0.972,0.213,74.99,0.196,0.000994,0.0,0.498,201340,-3.443,0.334,5HDG2PPLki6wowJvZbAH9d,Aggressive
21,0.871,0.246,119.149,0.281,0.0388,0.0,0.615,249560,-3.804,0.338,2c5Isyd07hWsl7AQia2Dig,Aggressive
22,0.815,0.174,165.015,0.0755,0.0111,0.0,0.596,206567,-5.668,0.459,7zBQRGpYImAdIZc97FNj3V,Aggressive
23,0.95,0.272,191.936,0.26,0.00105,3.63e-05,0.431,158733,-4.918,0.56,0jqK7sGTLsHPkQrrcrGuKD,Aggressive
24,0.973,0.321,112.016,0.0739,2.03e-05,0.0012,0.523,235200,-3.043,0.428,1N3Y4oT7rHxVB0RiZypWcj,Aggressive
25,0.798,0.338,105.01,0.0285,0.00412,0.0,0.596,199342,-4.63,0.459,3RQHAFkEHiFHQ7qmMpKRdv,Aggressive
26,0.637,0.0822,164.069,0.0812,0.00402,0.0,0.532,236898,-5.145,0.445,4m5FMVGO6GELhcL0byhQj9,Aggressive
27,0.93,0.307,126.039,0.0396,1.17e-05,0.0,0.492,175603,-3.826,0.431,0UOtF2ojhKGYEjvZ28ZA6d,Aggressive
28,0.785,0.155,170.083,0.0812,0.00219,0.0408,0.377,230000,-7.891,0.136,2siqSsVoviIIkwb9D4A9wj,Aggressive
29,0.909,0.0509,168.033,0.0791,0.00313,0.0,0.522,203571,-3.096,0.615,1TUgkV74ByGWZ2tdxOGSRp,Aggressive
30,0.844,0.117,142.011,0.209,0.28,0.0,0.768,160084,-6.044,0.37,23SOLLrMMW31ebUFfuGNW6,Aggressive
31,0.826,0.266,145.983,0.159,0.046,0.0,0.77,239962,-4.615,0.462,0WwrwEmAXGy6keX7noxBYO,Aggressive
32,0.937,0.0814,75.034,0.0723,0.00368,0.000116,0.442,217815,-6.693,0.444,13YWByXibBltt3T5u3IcT7,Aggressive
33,0.943,0.261,163.128,0.106,0.0138,0.0,0.512,265053,-5.185,0.485,4U0p10TUdRyhQ06ZqGAtxx,Aggressive
34,0.946,0.421,99.961,0.102,1.06e-05,1.28e-06,0.454,182000,-3.207,0.27,5HcvyLVQgHszX7Fq11s2IW,Aggressive
35,0.743,0.0852,159.988,0.0449,0.00955,5.43e-05,0.658,122775,-6.083,0.813,5ATxP74ChBhhQBUNzPByGv,Aggressive
36,0.966,0.436,125.037,0.0719,0.00101,0.0,0.548,208920,-4.616,0.474,10K74dbHDqw7hmtSmLfs7t,Aggressive
37,0.887,0.0657,104.025,0.0323,0.00264,0.000502,0.531,231665,-4.417,0.621,67EfIBpKlV37lSIDOs77AN,Aggressive
38,0.978,0.117,87.016,0.0801,0.00189,1.36e-06,0.489,274387,-2.123,0.237,5txqGXUFEWkbPHE1NznsWe,Aggressive
39,0.899,0.164,164.111,0.357,0.0014,0.0,0.279,186507,-4.644,0.274,4IRYjzi75Cu0L2bE7r6OdY,Aggressive
40,0.972,0.0817,140.047,0.0764,0.00283,1.12e-06,0.399,190928,-3.409,0.277,4eJNNuBUMdzA3Yn0zrz2Xh,Aggressive
41,0.765,0.39,84.94,0.291,0.169,0.0,0.698,216000,-4.562,0.589,6xbZaeFj8BPE3HGXF7VVjX,Aggressive
42,0.89,0.201,90.598,0.0603,0.000481,0.00082,0.589,199907,-3.719,0.692,5W8YXBz9MTIDyrpYaCg2Ky,Aggressive
43,0.939,0.491,159.932,0.0593,0.0425,0.0,0.434,209493,-2.983,0.569,0KCr0VngtbPhpbngIIfiLW,Aggressive
44,0.91,0.578,127.099,0.0639,0.0132,0.0,0.541,187360,-3.879,0.493,74inHQGjQj6w630tZ9wb2J,Aggressive
45,0.968,0.226,199.9,0.129,0.00116,0.0,0.349,224596,-2.734,0.481,152yLjLT2T0W8kf2hutvo1,Aggressive
46,0.741,0.217,168.02,0.0408,0.00293,1.2e-05,0.651,232773,-5.067,0.386,4IXiFMhtXEbSEG8UoAeTwD,Aggressive
47,0.93,0.152,154.946,0.0474,0.00137,0.0,0.509,149640,-2.689,0.783,2ZICF8SFI5tHttaLJKMY1X,Aggressive
48,0.984,0.044,104.345,0.0626,0.00052,2.48e-06,0.572,165173,-3.847,0.524,7ycK2uijskzxp4cGpGNoCi,Aggressive
49,0.885,0.125,159.893,0.0526,1.58e-05,0.000602,0.544,204000,-6.154,0.233,47v3rMx9TKS6vUY7wEfyK5,Aggressive
50,0.939,0.084,122.951,0.0975,0.00368,8.97e-06,0.45,263036,-6.032,0.228,529prY1yjjeM1XuzavQ6tF,Aggressive
51,0.921,0.0546,110.005,0.0419,0.159,0.0,0.852,186541,-5.164,0.63,1rfgs4royNOYxw269vuTTT,Aggressive
52,0.899,0.313,175.937,0.0491,0.000811,0.0,0.391,209667,-4.105,0.539,4lUHxbFilSwlkl52me8x1W,Aggressive
53,0.886,0.26,126.025,0.0837,0.00045,0.0,0.603,229933,-3.777,0.395,0i8JFpqe9cKwnrcvoNgl1L,Aggressive
54,0.868,0.512,164.075,0.0441,0.00157,0.0,0.556,224213,-5.741,0.433,2mumY7rLurSxmnWIC1PCtc,Aggressive
55,0.811,0.0677,123.048,0.0431,0.00105,2.08e-06,0.71,199200,-4.079,0.914,3jUTjCISntIUFL8jnAjzgc,Aggressive
56,0.943,0.246,81.58,0.349,0.394,0.0,0.661,162717,-2.155,0.833,1CmVAFQMwKfIOht1KYSNQR,Aggressive
57,0.951,0.14,99.116,0.0498,0.00058,0.00165,0.536,205333,-4.126,0.491,0V5lmry5Citfw2drBNpEMy,Aggressive
58,0.98,0.492,147.017,0.235,3.37e-05,1.09e-05,0.462,215510,-2.906,0.287,2E1VshkrnEDrpeKGaGZnq3,Aggressive
59,0.954,0.205,114.635,0.264,0.529,0.0,0.855,248133,-1.19,0.668,7Ie9W94M7OjPoZVV216Xus,Aggressive
60,0.953,0.281,172.063,0.0704,0.0106,0.0,0.445,225280,-2.463,0.475,2jfk3m8nq5IvB35s2xIs1O,Aggressive
61,0.859,0.387,170.527,0.0595,0.00201,0.194,0.15,228147,-2.827,0.354,0WSa1sucoNRcEeULlZVQXj,Aggressive
62,0.898,0.15,102.513,0.134,0.0049,0.0,0.537,198365,-1.819,0.575,4ofZe3eFWlNKC0FYEFOSvG,Aggressive
63,0.896,0.189,184.981,0.117,0.000172,2.78e-06,0.492,285570,-5.819,0.534,1AEYT6VxrxXPMoQUxsY0E4,Aggressive
64,0.981,0.411,104.471,0.124,0.000593,3.66e-06,0.523,229773,-3.865,0.449,3mSZz9k6TzRpin74YEipgV,Aggressive
65,0.873,0.52,198.387,0.0567,0.00105,0.0,0.306,186373,-3.668,0.452,6gPd6brcBXlbGdy1obe234,Aggressive
66,0.975,0.3,102.99,0.078,0.000404,1.77e-06,0.526,196893,-3.853,0.427,5MY50Gj2K5g3P9vSqYtN0J,Aggressive
67,0.936,0.262,120.004,0.167,0.206,0.0,0.884,236501,-3.931,0.758,4h7qcXBtaOJnmrapxoWxGf,Aggressive
68,0.862,0.148,87.48,0.034,0.00207,1.12e-05,0.686,187654,-3.426,0.472,2ouOVzQTzSsLa2OH1Zxhvu,Aggressive
69,0.86,0.0711,105.97,0.0398,9.23e-05,3.27e-05,0.456,203560,-6.286,0.552,29ya9pu2noGMhtXeUFQbvC,Aggressive
70,0.847,0.0816,171.447,0.186,0.0622,0.0,0.548,297787,-3.237,0.1,4xkOaSrkexMciUUogZKVTS,Aggressive
71,0.928,0.177,185.104,0.0724,0.036,0.0,0.342,178373,-3.569,0.283,3OZ0YmANXXnladoGzqAml2,Aggressive
72,0.881,0.267,74.965,0.171,0.549,0.0,0.633,176488,-3.526,0.571,7qK3sX9MNReAgUQ6jdTAWC,Aggressive
73,0.962,0.065,164.032,0.0831,0.00901,0.0,0.452,208827,-3.063,0.566,4Ahphc0UzRSoMpJRHgnGQK,Aggressive
74,0.864,0.0759,150.235,0.203,0.0262,0.0,0.694,129619,-7.086,0.783,7C5fXeNRyC1CDOG6TULFTW,Aggressive
75,0.789,0.619,91.189,0.275,0.16,0.0,0.593,285453,-4.48,0.58,79t5idiRhbDB1oLaVcTVsD,Aggressive
76,0.825,0.108,144.17,0.0621,0.00353,0.0,0.448,216827,-5.307,0.226,4xDwCYhobDehSBGUmd5H6Y,Aggressive
77,0.921,0.262,107.049,0.118,5.08e-05,1.47e-06,0.539,238213,-2.688,0.232,6xrqktHyZEDvPJSEsxuwYz,Aggressive
78,0.626,0.112,129.996,0.0332,0.0135,0.0,0.726,287073,-8.884,0.634,5UDIJbA6a3epCgntdODPCl,Aggressive
79,0.94,0.0759,134.876,0.0528,0.00369,0.0,0.387,238573,-4.16,0.444,5sG3G54H21hNfd5etlheoe,Aggressive
80,0.954,0.466,114.964,0.108,0.00528,0.0,0.643,224087,-3.255,0.54,4I58RPHVzDldHfK3t5HiZA,Aggressive
81,0.76,0.0955,182.071,0.129,0.0357,0.0448,0.34,233593,-7.753,0.0381,6E7mneOYKKKFivxPHeRWE7,Aggressive
82,0.823,0.375,129.969,0.0394,0.00187,0.0,0.59,170427,-4.606,0.571,3tfTwukbzAVanIvsYeIEmj,Aggressive
83,0.693,0.225,92.031,0.22,0.0168,0.0,0.751,192813,-6.021,0.559,3hrh0gPGdpZiNYxkgpYe2Y,Aggressive
84,0.928,0.12,109.996,0.0515,0.282,0.00147,0.729,194182,-4.279,0.322,4VZH6OfxPy1nNE7KbtVKyK,Aggressive
85,0.938,0.14,94.019,0.0715,0.000644,0.00246,0.509,204347,-3.883,0.335,6rSuL1ViLO7Aljn2WD09s4,Aggressive
86,0.67,0.35,95.413,0.0449,0.00253,0.0119,0.674,223253,-6.36,0.237,7Kho8NahTcrqnCK5IZGwJb,Aggressive
87,0.95,0.0377,178.018,0.0641,0.00021,0.0,0.376,179160,-4.067,0.438,6OMO6WdRhSfjMPAiPT94wH,Aggressive
88,0.865,0.056,183.052,0.121,0.000583,0.0,0.564,198173,-7.384,0.726,2RZWdE8kYPlCAcRUYDeuLC,Aggressive
89,0.702,0.0948,136.0,0.195,0.0925,0.0,0.806,185294,-7.578,0.101,48KQyOEsDflKNbt4yq6HgY,Aggressive
90,0.7,0.0895,172.103,0.0411,4.55e-05,0.0188,0.477,203840,-10.173,0.62,1drGUJR281HSpGvXIJVBzx,Aggressive
91,0.974,0.3,194.198,0.169,0.00123,0.0,0.328,206826,-2.863,0.334,5rRwE8PjHsBXfvQ2toLAA9,Aggressive
92,0.551,0.0674,189.698,0.326,0.000705,0.824,0.432,227394,-7.922,0.526,28Fn2CkqbzXYC5PSkh0k91,Aggressive
93,0.714,0.08,88.449,0.0609,0.0381,0.0,0.595,325333,-5.705,0.141,0Cw5iiA8OHWIhuIIA8u8N5,Aggressive
94,0.974,0.0932,102.043,0.0696,0.000385,1.8e-05,0.535,238379,-4.085,0.378,0X0wvZuhTcTU03Roz9fPJA,Aggressive
95,0.712,0.0873,92.486,0.161,0.0903,0.0,0.855,231573,-6.17,0.557,4EcF55fGcfwbZhGM7K1yLA,Aggressive
96,0.98,0.0674,170.093,0.529,0.000218,0.0,0.289,237176,-4.219,0.0511,1k1yhHj5QU8yIuuOjgfmNY,Aggressive
97,0.96,0.323,88.996,0.0976,0.000345,4.32e-06,0.529,199708,-3.41,0.495,02wXqPYB92VrIAqVdbFGqU,Aggressive
98,0.783,0.216,87.154,0.138,0.00353,0.0,0.603,180333,-6.891,0.182,422lAAWQO9TqL1LxIPdhOn,Aggressive
99,0.855,0.106,175.872,0.135,0.00234,0.00227,0.415,245709,-5.792,0.311,2z8ZQQoQayPDvKaVQl7Nkf,Aggressive
0,0.726,0.0976,139.059,0.282,0.259,0.0,0.763,126346,-6.405,0.349,7floNISpH8VF4z4459Qo18,Aggressive
1,0.826,0.252,112.865,0.311,0.095,3.42e-06,0.493,189974,-3.106,0.75,6R0GRYk2vs2XuBVemYK5YZ,Aggressive
2,0.805,0.139,150.021,0.101,0.161,1.69e-06,0.668,166624,-4.964,0.31,1T5mVPJE6LilJ7f73L3UDo,Aggressive
3,0.549,0.0719,109.998,0.0672,0.00572,0.335,0.796,169320,-6.285,0.0479,0LX4f8NnYnGxuryfP1MtJf,Aggressive
4,0.486,0.12,108.985,0.0912,0.173,0.0,0.815,141846,-8.733,0.161,0cbTAd02EwRloIIOjTTCDC,Aggressive
5,0.286,0.0681,120.06,0.352,0.0125,1.69e-06,0.843,146064,-10.575,0.265,4UUFTQKwwId0n1P9t4ZQhx,Aggressive
6,0.335,0.0677,119.98,0.379,0.0387,0.0,0.88,210129,-9.757,0.214,33OG3eJX77UAcaTzQa0xIu,Aggressive
7,0.698,0.205,153.124,0.469,0.145,0.0,0.635,286440,-8.242,0.53,4cr3qfdLz6co4iwSomOYw5,Aggressive
8,0.695,0.107,128.063,0.26,0.0179,0.0,0.755,101851,-5.963,0.493,3WUa9TpHDoRGeChKDRRUqv,Aggressive
9,0.853,0.116,102.034,0.304,0.205,0.0,0.714,220656,-4.9,0.178,3IIArPxV2jUXk2zTKbzCVx,Aggressive
10,0.789,0.378,119.999,0.0383,0.0304,0.0,0.803,106021,-3.434,0.647,1rsAFUCa6BVMgRQ3FCQQsi,Aggressive
11,0.366,0.0964,122.991,0.136,0.0214,0.0,0.793,159522,-10.051,0.278,2INqEk4ko5AsGVLBsiKiQe,Aggressive
12,0.761,0.334,149.97,0.104,0.0111,0.00359,0.825,163371,-5.389,0.161,5o7ZDvfOry1MNhNLBOJulo,Aggressive
13,0.813,0.0801,122.984,0.27,0.0624,1.23e-06,0.938,90747,-6.872,0.73,2gfKNyAHI4MBwBkkP3hXCE,Aggressive
14,0.659,0.11,156.004,0.268,0.000856,8.17e-06,0.681,173294,-6.405,0.225,7uuBfgY1vBCalrQRyyQhqs,Aggressive
15,0.925,0.287,137.989,0.311,0.244,0.0,0.717,212245,-4.246,0.412,3STThGLjuFSaoseZvWupmx,Aggressive
16,0.553,0.383,121.968,0.0735,0.201,0.000233,0.781,135497,-4.277,0.308,1fEl5TPKRJAsuP6TqZ23hB,Aggressive
17,0.92,0.425,119.984,0.0449,0.18,0.00152,0.822,116053,-2.031,0.33,1d1CEnqzJk3f7nooWfdefu,Aggressive
18,0.963,0.309,149.987,0.288,0.00498,0.0,0.646,121913,-0.092,0.539,78EDmwVdZzp6vTl3hVWzpW,Aggressive
19,0.45,0.117,92.974,0.0311,0.0776,0.000217,0.625,206472,-9.985,0.0362,7Cye3UbCA6UNuDykdCf3AB,Aggressive
20,0.735,0.115,119.994,0.171,0.00454,0.0828,0.81,192000,-4.522,0.134,5VphpldmtVyZH6S8RpHWLT,Aggressive
21,0.526,0.111,131.942,0.083,0.004,3.34e-06,0.839,126171,-5.87,0.158,2HIyiTyHaweHWBTC3jIMjp,Aggressive
22,0.848,0.145,120.977,0.0955,0.0299,1.23e-06,0.663,168673,-4.03,0.326,0BiKFgl8a6UZvJhv8v0tCb,Aggressive
23,0.585,0.0959,139.968,0.288,0.248,0.0115,0.81,137107,-7.037,0.281,4zIMuGSdbGTahvHB7CloVR,Aggressive
24,0.772,0.399,130.32,0.317,0.0212,0.0,0.473,307905,-6.332,0.303,44AH8XwgrebHvQAZJbSrsV,Aggressive
25,0.233,0.0817,134.956,0.603,0.242,0.0,0.878,128669,-11.311,0.135,6IgtGf4ZmG3OPLmE1PFXrr,Aggressive
26,0.775,0.129,157.036,0.172,0.0553,0.0,0.66,157643,-4.926,0.635,2vjmyyAnDUzilFYxOlTdO1,Aggressive
27,0.631,0.221,182.389,0.476,0.184,0.0,0.755,142582,-4.485,0.198,5NT0aZqWImC9fTzkW4z48o,Aggressive
28,0.857,0.4,187.985,0.299,0.0321,0.0,0.599,151915,-5.7,0.469,0zl3PdjIl320fK0pxBGWNR,Aggressive
29,0.895,0.32,119.904,0.136,0.0505,0.00423,0.585,193567,-3.663,0.181,7Cq27Qc3WRyQ3ddwVslpVZ,Aggressive
30,0.581,0.379,116.988,0.269,0.104,0.0,0.808,210387,-8.793,0.722,3xFqnmy3DltBMTOQVL2xvS,Aggressive
31,0.514,0.115,120.011,0.0449,0.0336,0.000164,0.694,142000,-11.063,0.136,3MAfAtD9lKvugbWzaz21LS,Aggressive
32,0.446,0.121,115.039,0.0612,0.0303,1.75e-05,0.973,135340,-9.355,0.265,3kZAm2TC74lBJFPDoV40Qc,Aggressive
33,0.562,0.117,94.91,0.0349,0.0131,0.00133,0.489,126302,-6.071,0.0397,17ogq23URBFExgIEnqbzOv,Aggressive
34,0.781,0.114,93.474,0.103,0.0237,0.0,0.476,123661,-4.71,0.175,4H74gbbaADS905j4pgCfbb,Aggressive
35,0.743,0.452,120.16,0.234,0.0191,0.0232,0.618,151690,-4.458,0.249,1rr9KQgLpdA8gN307EufaA,Aggressive
36,0.687,0.0586,121.949,0.139,0.0615,6.24e-06,0.839,246360,-7.071,0.0752,7jMm9nHuU9DhQzDDAtWfqK,Aggressive
37,0.892,0.346,145.975,0.177,0.079,0.000252,0.674,174393,-4.58,0.458,1s8TAeakEw0eFBwIru8fJO,Aggressive
38,0.812,0.166,139.923,0.0955,0.00376,4.9e-06,0.519,192496,-5.253,0.125,0L3KTdcdKyugN5j7hB3yj4,Aggressive
39,0.648,0.0984,106.075,0.0832,0.0725,0.00592,0.849,111020,-6.188,0.196,4irYeuAi87yyGHcI4h9s0x,Aggressive
40,0.573,0.657,144.946,0.181,0.0332,0.0163,0.909,134271,-6.856,0.392,7tUXZgLbOCvRJ9FBlairoU,Aggressive
41,0.413,0.218,108.036,0.31,0.0112,6.96e-05,0.774,108852,-8.835,0.127,5DNTCKpA8utYEWLIBcfkBS,Aggressive
42,0.59,0.114,112.97,0.263,0.0391,0.0107,0.829,127128,-7.818,0.332,0KRKqIJPX6LT9v1ZQGbfn7,Aggressive
43,0.62,0.0926,105.003,0.306,0.398,0.0,0.727,169979,-6.443,0.555,658I1uDnmLSiltFCf98AWE,Aggressive
44,0.609,0.128,140.15,0.372,0.00624,0.000121,0.77,93727,-6.38,0.293,3PLHEJsJTGsDg2ExhxZetY,Aggressive
45,0.665,0.132,119.934,0.325,0.131,0.00219,0.499,199500,-5.175,0.197,5VfMwt9My7JDyfbxilXjkw,Aggressive
46,0.767,0.102,91.981,0.258,0.00214,0.0,0.779,154565,-5.462,0.523,6kp0inxIexxSiDJfWqq0ZL,Aggressive
47,0.814,0.0556,156.985,0.42,0.0598,0.0134,0.831,124539,-7.364,0.389,2Vc6NJ9PW9gD9q343XFRKx,Aggressive
48,0.805,0.102,89.928,0.203,0.225,0.0343,0.398,145920,-10.423,0.303,0tZoZZlZOxLXidgrNrF38p,Aggressive
49,0.925,0.372,139.056,0.326,0.00171,2.31e-06,0.348,149802,-6.411,0.142,06JaZOCOBEWlsY0TEfBwqc,Aggressive
50,0.96,0.383,119.938,0.467,0.0878,6.11e-05,0.465,110811,-4.772,0.164,2fMCv3yixOLxHX1VIkJkSi,Aggressive
51,0.736,0.198,100.036,0.311,0.104,0.0571,0.401,126003,-4.99,0.301,2LymrmdPzZttyG6fNQCuym,Aggressive
52,0.573,0.0874,115.503,0.0673,0.00362,0.0,0.628,132702,-8.161,0.0387,2XLdbJRfl2UHHzIurEFgAA,Aggressive
53,0.976,0.315,140.065,0.0527,0.0713,0.0,0.56,147429,-0.631,0.116,3cy5kSb3ZxYKoPg3WRgQoT,Aggressive
54,0.992,0.453,139.974,0.357,0.0216,0.0,0.556,140643,1.012,0.544,7FtWVXTk9Uw9gTDxUrt8ar,Aggressive
55,0.867,0.384,114.422,0.225,0.0406,3.81e-06,0.523,127687,-3.397,0.495,6Fz6DNeFPJN8PwuSEJkzw5,Aggressive
56,0.636,0.406,139.953,0.0477,0.00763,0.864,0.514,130500,-8.255,0.0936,1ofn1fyK3vqoW9brbxn5pF,Aggressive
57,0.907,0.0894,119.922,0.391,0.0148,4.91e-05,0.569,132630,-5.226,0.326,1eBg9Rix0XTms2en8xSn7E,Aggressive
58,0.708,0.0927,120.045,0.0494,5.19e-05,0.0,0.836,76042,-4.065,0.0374,1j82fFDqVM2Sgb8tfMidBv,Aggressive
59,0.583,0.0519,144.819,0.185,0.0698,1.79e-06,0.709,156038,-5.738,0.0376,6XKUDYEbfo5zFupDkNGvrV,Aggressive
60,0.959,0.293,179.789,0.538,0.118,1.44e-06,0.317,133351,-0.962,0.0648,0da0nAdTGQNZ5jPUtZK0Vg,Aggressive
61,0.909,0.126,139.833,0.284,0.0254,0.0,0.543,137143,-3.199,0.43,4fXtpQEh7EMrnWaf1lDpeE,Aggressive
62,0.965,0.371,109.793,0.31,0.105,1.15e-06,0.526,154255,2.363,0.244,1meazaxMBeObBXh4sHxgee,Aggressive
63,0.98,0.835,140.037,0.377,0.191,0.0,0.613,154552,-0.291,0.321,1dTxhLlIqMpySzMn758GXi,Aggressive
64,0.799,0.289,144.025,0.111,0.0573,4.18e-06,0.729,240213,-6.136,0.439,4d8BSdhx6WT5GtTOWpv4rh,Aggressive
65,0.799,0.197,129.991,0.119,0.00213,0.00238,0.521,175423,-3.418,0.58,6L1xCoabUfZUvYJ4NvPY2l,Aggressive
66,0.657,0.54,114.819,0.104,0.000447,0.0123,0.631,90712,-7.923,0.137,4d99Bcb8doOvy5VsKJVUBU,Aggressive
67,0.876,0.091,130.159,0.0639,0.015,0.0,0.566,112536,-1.473,0.0832,509tVeGxQtAkg4VsrQqnFC,Aggressive
68,0.787,0.0905,130.113,0.0456,0.000821,0.672,0.546,114471,-3.357,0.266,0a7dm5jcVp3j0sQeq6GYyN,Aggressive
69,0.98,0.383,117.125,0.132,0.344,0.0,0.618,169231,-0.749,0.155,2Eb5AK8EUN8oz5nlzSr4b7,Aggressive
70,0.857,0.154,155.998,0.0409,0.00011,2.75e-05,0.481,128000,-2.034,0.186,0pKBj3LRjGJ6iinoPs33Rc,Aggressive
71,0.852,0.76,170.312,0.487,0.0329,0.242,0.245,104471,-3.215,0.165,0oWsCGzK0hUCUxTQ2HtNGy,Aggressive
72,0.797,0.0766,134.861,0.541,0.135,5.45e-06,0.686,134060,-9.339,0.486,45IHQJ9qhPLz119sXzsydj,Aggressive
73,0.971,0.251,160.159,0.456,0.0891,0.0,0.547,182787,-1.469,0.495,0QYXLSF8shBrQXcoGsBePR,Aggressive
74,0.883,0.315,137.908,0.176,0.00634,0.0,0.652,108147,-2.591,0.0611,2YVjyeoxb2Pyzqbc6teqyq,Aggressive
75,0.843,0.102,71.647,0.225,0.00345,2.53e-05,0.473,183536,-5.981,0.24,1K86gziny1mnNIisKBqzhH,Aggressive
76,0.908,0.134,78.048,0.0575,0.0966,0.0,0.542,102587,-2.857,0.509,0T6wsLOq4GmZL4HtOseM4k,Aggressive
77,0.453,0.356,139.04,0.35,0.0378,0.000375,0.784,151131,-5.545,0.0733,0pEmCGi4ZwJvXmGVvPeaDi,Aggressive
78,0.617,0.734,149.962,0.442,0.113,0.0,0.808,166400,-9.32,0.632,74lnM5V6ecvoTPV0fvptx9,Aggressive
79,0.946,0.399,85.015,0.315,0.186,0.0,0.638,151107,-3.685,0.583,07miQb315ezd5obb3PPzQB,Aggressive
80,0.85,0.305,122.429,0.0458,0.0215,0.0,0.768,80690,-6.606,0.251,540TGB8rGRvADQ3wS2zufL,Aggressive
81,0.854,0.218,136.151,0.325,0.0164,0.0,0.569,100588,-2.987,0.148,0h9fXUdWJrA5hXnIGZktZw,Aggressive
82,0.719,0.465,140.08,0.117,0.0277,0.0,0.607,130064,-4.086,0.213,1TisGU2iKuIvJUm23gAg6d,Aggressive
83,0.5,0.125,129.006,0.166,0.00763,1.16e-06,0.956,104255,-7.159,0.3,1otcpLWDaprg3BOtE5MadV,Aggressive
84,0.555,0.103,115.978,0.0346,0.216,0.0,0.713,200687,-8.707,0.375,4AdoFtd3t8AJruXmTRWfNX,Aggressive
85,0.704,0.343,137.934,0.186,0.00509,2.29e-05,0.518,198458,-5.745,0.224,0M0sZSQR2r7J8eNDjTjhmO,Aggressive
86,0.841,0.269,139.998,0.199,0.0301,0.0,0.528,116571,-4.689,0.338,38Q1UlURazKzjjefYREQUc,Aggressive
